Water,Eau,Wasser,Acqua,みず,물,Agua
Wailmer Pail,Wailmerrosoir,Wailmerkanne,Vaso Wailmer,ホエルコじょうろ,고래왕자물뿌리개,Wailmegadera
Devon Parts,Pack Devon,Devon-Waren,Merce Devon,デボンのにもつ,데봉화물,Piezas Devon
Soot Sack,Sac à Suie,Aschetasche,Sacco cenere,はいぶくろ,재주머니,Saco Hollín
Basement Key,Clé Sous-Sol,Kelleröffner,Chiave sotterr.,ちかのカギ,지하열쇠,Llave del Sótano
Acro Bike,Vélo Cross,Kunstrad,Bici da cross,ダートじてんしゃ,더트자전거,Bici Acrobática
Pokéblock Case,Boite Pokéblocs,Pokériegel Box,Porta Pokémelle,ポロックケース,포켓몬스넥케이스,Tubo PokéCubos
Letter,Lettre à Pierre,Brief an Troy,Lettera,ダイゴへのてがみ,성호에게줄편지,Carta a Máximo
Eon Ticket,Passe Éon,Äon-Ticket,Biglietto Eone,むげんのチケット,무한티켓,Ticket Eón
Scanner,Scanner,Scanner,Scanner,たんちき,탐지기,Escáner
Go-Goggles,Lunettes Sable,Wüstenglas,Occhialoni,ゴーゴーゴーグル,고고고글,Gafas Aislantes
Meteorite,Météorite,Meteorit,Meteorite,いんせき,운석,Meteorito
Key to Room 1,Clé Salle 1,R1-Schlüssel,Chiave stanza 1,いちごうしつのカギ,일호실열쇠,Ll. Habitación 1
Key to Room 2,Clé Salle 2,R2-Schlüssel,Chiave stanza 2,にごうしつのカギ,이호실열쇠,Ll. Habitación 2
Key to Room 4,Clé Salle 4,R4-Schlüssel,Chiave stanza 4,よんごうしつのカギ,사호실열쇠,Ll. Habitación 4
Key to Room 6,Clé Salle 6,R6-Schlüssel,Chiave stanza 6,ろくごうしつのカギ,육호실열쇠,Ll. Habitación 6
Storage Key,Clé Stockage,Lagerschlüssel,Chiave magazzino,そうこのカギ,창고열쇠,Llave Almacén
Devon Scope,Devon Scope,Devon-Scope,Devonscopio,デボンスコープ,데봉스코프,Detector Devon
Vs. Seeker,Cherche VS,Kampffahnder,Cercasfide,バトルサーチャー,배틀서처,Buscapelea
Fame Checker,Memorydex,Ruhmesdatei,PokéVIP,ボイスチェッカー,--,Memorín
TM Case,Boite CT,VM/TM Box,Porta MT-MN,わざマシンケース,--,Tubo MT-MO
Berry Pouch,Sac A Baies,Beerentüte,Porta Bacche,きのみぶくろ,--,Saco Bayas
Teachy TV,Televi,Television,TV ABC,おしえテレビ,Poké TV,Lehrkanal
Tri-Pass,Tri-Pass,Tri-Pass,Tri-Pass,トライパス,--,Tri-Ticket
Rainbow Pass,Passe Prisme,Bunt-Pass,Sette Pass,レインボーパス,--,Iris-Ticket
Tea,The,Tee,Tè,おちゃ,--,Té
MysticTicket,Ticketmystik,Geheimticket,Biglietto Mistero,しんぴのチケット,--,Misti-Ticket
AuroraTicket,Ticketaurora,Auroraticket,Biglietto Aurora,オーロラチケット,--,Ori-Ticket
Powder Jar,Pot Poudre,Puderdöschen,Portafarina,こないれ,--,Bote Polvos
Ruby,Rubis,Rubin,Rubino,ルビー,--,Rubí
Sapphire,Saphir,Saphir,Zaffiro,サファイア,--,Zafiro
Magma Emblem,Emblème Magma,Magmaemblem,Stemma Magma,マグマのしるし,--,Signo Magma
Old Sea Map,Vieille Carte,Alte Karte,Mappa Stinta,ふるびたかいず,--,Mapa Viejo
Jail Key,Cle de la Prison,Zellenschlüssel,Chiave Celle,ろうやのカギ,--,Llave Celdas
Elevator Key,Cle Ascens.,Liftkarte,Chiave Asc.,エレベーターキー,--,Ll. Ascensor
Small Tablet,Ardoise,Steintafel,Tavola,ちいさなせきばん,--,Tablilla
F-Disk,Disque-A,V-Disc,Disco Avanti,Ｆ－ディスク,--,Disco A
R-Disk,Disque-D,R-Disc,Disco Dx,Ｒ－ディスク,--,Disco D
L-Disk,Disque-G,L-Disc,Disco Sx,Ｌ－ディスク,--,Disco I
D-Disk,Disque-B,U-Disc,Disco Giù,Ｄ－ディスク,--,Disco B
U-Disk,Disque-H,O-Disc,Disco Su,Ｕ－ディスク,--,Disco S
Subway Key,Cle de Contact,Zugschlüssel,Chiave Metro,ちかてつのカギ,--,Llave Metro
Maingate Key,Cle Labo,Torschlüssel,Chiave Canc.,メインゲートキー,--,Ll. Entrada
Card Key,Cle Magnetique,Schlüsselkarte,Apriporta,カードキー,--,T. Magnética
Down St. Key,Cle du Sous-Sol,Ug-Schlüssel,Chiave Sott.,ちかつうろのカギ,--,Llave Sótano
DNA Sample,Echantillon ADN,DNS-Probe,Campione DNA,ＤＮＡサンプル,--,Muestra ADN
Data ROM,Disque-ROM,CD-ROM,CD ROM,データロム,--,Disquete
Steel Teeth,Dentier d'Acier,Zahnprothese,Dentacciaio,はがねのいれば,--,Dentadura
Gear,Roue Dentee,Zahnrad,Ingranaggio,はぐるま,--,Rueda
Red ID Badge,Passe Rouge,Rote ID-Marke,Pass Rosso,ＩＤバッジあか,--,Pase Rojo
Grn ID Badge,Passe Vert,Grüne ID-Marke,Pass Verde,ＩＤバッジみどり,--,Pase Verde
Blu ID Badge,Passe Bleu,Blaue ID-Marke,Pass Blu,ＩＤバッジあお,--,Pase Azul
Ylw ID Badge,Passe Jaune,Gelbe ID-Marke,Pass Giallo,ＩＤバッジきいろ,--,P. Amarillo
Ein File S,Dossier Teck O,Culpa-Akte C-P,Genus.File O,ボルグファイルＤ,--,Parte Ein: O
Ein File H,Dossier Teck H,Culpa-Akte F-M,Genus.File I,ボルグファイルＨ,--,Parte Ein: H
Ein File C,Dossier Teck C,Culpa-Akte C,Genus.File C,ボルグファイルＣ,--,Parte Ein: C
Ein File P,Dossier Teck P,Culpa-Akte C-E,Genus.File P,ボルグファイルＲ,--,Parte Ein: P
Cologne Case,Boite a Parfums,Essenz-Kiste,Portaolio,コロンケース,--,Caja Aromas
Powerup Part,Amplificateur,Ersatzteil,Espansione,きょうかパーツ,--,Potenciador
Ein File F,Dossier Teck F,Culpa-Akte A-B,Genus.File F,ボルグファイルＦ,--,Parte Ein: F
Machine Part,Piece Meca.,Ersatzteil,Meccanismo,マシンパーツ,--,Pieza Esp.
ID Card,Badge,ID-Karte,Tessera,ⅠＤカード,--,Tarjeta ID
Music Disc,CD Musique,Musik-CD,CD Musicale,おんがくソフト,--,Disco Música
Krane Memo 1,Memo Syrus 1,Klein-Memo 1,Appunti 1,クレインメモ１,--,Parte Cío 1
Krane Memo 2,Memo Syrus 2,Klein-Memo 2,Appunti 2,クレインメモ２,--,Parte Cío 2
System Lever,Levier,Systemhebel,Leva,かいじょレバー,--,Palanca
Sun Shard,Eclat Soleil,Sonnsplitter,Scheggiasole,たいようのかけら,--,Ápice Sol
Moon Shard,Eclat Lune,Mondsplitter,Scheggialuna,つきのかけら,--,Ápice Luna
Disc Case,Boite Holog.,CD-Box,Porta-CD,ディスクケース,--,Caja Discos
Krane Memo 3,Memo Syrus 3,Klein-Memo 3,Appunti 3,クレインメモ３,--,Parte Cío 3
Krane Memo 4,Memo Syrus 4,Klein-Memo 4,Appunti 4,クレインメモ４,--,Parte Cío 4
Krane Memo 5,Memo Syrus 5,Klein-Memo 5,Appunti 5,クレインメモ５,--,Parte Cío 5
Mayor's Note,Lettre Maire,Zettel,Nota Sindaco,しちょうのてがみ,--,Nota Alcalde
Gonzap's Key,Cle Helgonza,Schlüssel,Chiave Helg.,ゴンザのカギ,--,Llave Golka
Miror Radar,Radar Disco,Queen-Radar,Discoradar,ミラーボレーダー,--,Radar Discal
Bonsly Card,Carte Manzai,Mobai-Karte,Scheda Bonsly,ウソハチシート,--,Cart. Bonsly
Bonsly Photo,Photo Manzai,Mobai-Foto,Foto Bonsly,ウソハチ・フォト,--,Foto Bonsly
Voice Case 1,Boite Cri 1,Stimmbox 1,Disco Verso 1,こえカプセル１,--,Grabación 1
Voice Case 2,Boite Cri 2,Stimmbox 2,Disco Verso 2,こえカプセル２,--,Grabación 2
Voice Case 3,Boite Cri 3,Stimmbox 3,Disco Verso 3,こえカプセル３,--,Grabación 3
Voice Case 4,Boite Cri 4,Stimmbox 4,Disco Verso 4,こえカプセル４,--,Grabación 4
Voice Case 5,Boite Cri 5,Stimmbox 5,Disco Verso 5,こえカプセル５,--,Grabación 5
Cry Analyzer,Decodeur Cri,Stimmkenner,Analiz.Verso,かいどくそうち,--,Gritolector
Explorer Kit,Explorakit,Forschersack,Esplorokit,たんけんセット,탐험세트,Kit Explor.
Loot Sack,Sac Butin,Beutesack,Bottinosacca,たからぶくろ,보물주머니,Saca Botín
Rule Book,Livre Règles,Regelbuch,Libro Regole,ルールブック,룰북,Reglamento
Poké Radar,Poké-Tra,Poké Radar,Pokéradar,ポケトレ,포켓트레,Poké Radar
Point Card,Carte Points,Punktekarte,Scheda Punti,ポイントカード,포인트카드,Tarj. Puntos
Journal,Journal,Tagebuch,Agenda,ぼうけんノート,모험노트,Diario
Seal Case,Boîte Sceaux,Stick.Koffer,Portabolli,シールいれ,실상자,Caja Sellos
Fashion Case,Coffret Mode,Modekoffer,Scatola Chic,アクセサリーいれ,액세서리상자,Caja Corazón
Seal Bag,Sac Sceaux,Stickertüte,Bollosacca,シールぶくろ,실주머니,Bolsa Sellos
Pal Pad,Registre Ami,Adressbuch,Blocco Amici,ともだちてちょう,친구수첩,Bloc amigos
Works Key,Clé Centrale,K-Schlüssel,Turbinchiave,はつでんしょキー,발전소키,Ll. Central
Old Charm,Vieux Grigri,Talisman,Arcamuleto,こだいのおまもり,고대의부적,Talismán
Galactic Key,Clé Galaxie,G-Schlüssel,Galachiave,ギンガだんのカギ,갤럭시단의 열쇠,Ll. Galaxia
Red Chain,Chaîne Rouge,Rote Kette,Rossocatena,あかいくさり,빨강쇠사슬,Cadena Roja
Sprayduck,Kwakarrosoir,Entonkanne,Sprayduck,コダックじょうろ,고라파덕물뿌리개,Psydugadera
Poffin Case,Boîte Poffin,Knurspbox,Portapoffin,ポフィンケース,포핀케이스,Pokochera
Suite Key,Clé Chambre,B-Schlüssel,Chiave Suite,ルームキー,룸키,Llave Suite
Oak's Letter,Lettre Chen,Eichs Brief,Lettera di Oak,オーキドのてがみ,오박사의 편지,Carta Pr Oak
Lunar Wing,Lun'Aile,Lunarfeder,Ala Lunare,みかづきのはね,초승달날개,Pluma Lunar
Member Card,Carte Membre,Mitgl.Karte,Scheda Soci,メンバーズカード,멤버스카드,Carné Socio
Azure Flute,Flûte Azur,Azurflöte,Flauto Cielo,てんかいのふえ,천계의 피리,Flauta Azur
Magma Stone,Pierre Magma,Magmastein,Magmapietra,かざんのおきいし,화산의 돌,Piedra Magma
Parcel,Colis,Paket,Pacco,おとどけもの,전해줄 물건,Paquete
Coupon 1,Bon 1,Kupon 1,Coupon 1,ひきかえけん1,교환권 1,Cupón 1
Coupon 2,Bon 2,Kupon 2,Coupon 2,ひきかえけん2,교환권 2,Cupón 2
Coupon 3,Bon 3,Kupon 3,Coupon 3,ひきかえけん3,교환권 3,Cupón 3
Vs. Recorder,Magnéto VS,Kampfkamera,Registradati,バトルレコーダー,배틀레코더,Cámara Lucha
Gracidea,Gracidée,Gracidea,Gracidea,グラシデアのはな,그라시데아꽃,Gracídea
Apricorn Box,Bte Noigrume,Aprikokobox,Ghicobox,ぼんぐりケース,규토리케이스,Caja Bonguri
Unown Report,Carnet Zarbi,Icognitoheft,UnownBloc,アンノーンノート,안농노트,Bloc Unown
Berry Pots,Plante Baies,Pflanzset,Piantabacche,きのみプランター,나무열매플랜터,Plantabayas
Dowsing MCHN,Cherch'Objet,Itemradar,Ricerca Str.,ダウジングマシン,다우징머신,Zahorí
Photo Album,Album Photo,Fotoalbum,Album,フォトアルバム,포토앨범,Álbum
GB Sounds,Musique GB.,GB-Player,Lettore GB,GBプレイヤー,GB플레이어,Lector GB
Tidal Bell,Glas tempête,Gischtglocke,Camp. Onda,うみなりのスズ,해명의방울,Camp.Oleaje
Data Card,Carte Mémo,Datenkarte,Scheda Dati,データカード,데이터카드,Tarjeta Datos
Jade Orb,Orbe Vert,Grüne Kugel,Sfera Verde,もえぎいろのたま,연둣빛구슬,Esfera Verde
Lock Capsule,Capsule Anti-vol,Tresorkapsel,Cap. Scrigno,ロックカプセル,록캡슐,Cáp.Candado
Enigma Stone,Mystécristal,Mytokristall,Misticristal,なぞのすいしょう,수수께끼의수정,Misticristal
Liberty Pass,Pass Liberté,Gartenpass,Liberticket,リバティチケット,리버티티켓,T. Libertad
Prop Case,Boîte Parure,Deko-Box,Portagadget,グッズケース,굿즈케이스,Neceser
Dragon Skull,Crâne Dragon,Drakoschädel,Teschio,ドラゴンのホネ,드래곤의뼈,Crán.Dragón
Light Stone,Galet Blanc,Lichtstein,Chiarolite,ライトストーン,라이트스톤,Orbe Claro
Dark Stone,Galet Noir,Dunkelstein,Scurolite,ダークストーン,다크스톤,Orbe Oscuro
Xtransceiver,Vokit,Viso-Caster,Interpoké,ライブキャスター,라이브캐스터,Videomisor
God Stone,--,--,--,ゴッドストーン,--,--
Gram 1,Courrier 1,Briefpost 1,Missiva 1,はいたつぶつ１,배달물1,Envío 1
Gram 2,Courrier 2,Briefpost 2,Missiva 2,はいたつぶつ２,배달물2,Envío 2
Gram 3,Courrier 3,Briefpost 3,Missiva 3,はいたつぶつ３,배달물3,Envío 3
Colress MCHN,Nikodule,Achromat,Acrocongegno,アクロママシーン,아크로마머신,Acromáquina
DNA Splicers,Pointeau ADN,DNS-Keil,Cuneo DNA,いでんしのくさび,유전자쐐기,Punta ADN
Dropped Item,Objet Trouvé,Fundsache,Oggetto Perso,わすれもの,잊은물건,Obj. Perdido
Grubby Hanky,MouchoirSale,Schnäuztuch,Pezza Sporca,よごれたハンカチ,더러손수건,Pan. Sucio
Medal Box,Boîte Médailles,Medaillenbox,Box Premi,メダルボックス,메달박스,C. Insignias
Oval Charm,Charme Ovale,Ovalpin,Ovamuleto,まるいおまもり,둥근부적,Amuleto Oval
Permit,Permis,Genehmigung,Permesso,きょかしょう,허가증,Pase
Plasma Card,Carte Plasma,Plasmakarte,Carta Plasma,プラズマカード,플라스마카드,Tarjeta Plasma
Reveal Glass,Miroir Sacré,Wahrspiegel,Verispecchio,うつしかがみ,비추는거울,Espejo Veraz
Shiny Charm,CharmeChroma,Schillerpin,Cromamuleto,ひかるおまもり,빚나는부적,Amuleto Iris
Holo Caster,Holokit,Holo-Log,Holovox,ホロキャスター,홀로캐시터,Holomisor
Prof's Letter,Lettre du Prof,Brief vom Prof,Lettera del Prof,はかせのてがみ,박사의편지,Carta Profesor
Roller Skates,Rollers,Rollerskates,Pattini,ローラースケート,롤러스케이트,Patines
Sprinklotad,Nénurrosoir,Loturzelkanne,Irrigalotad,ハスボーじょうろ,연꽃몬물뿌리개,Lotadgadera
Power Plant Pass,Passe Centrale,Kraftwerks-Pass,Pass Centrale,はつでんしょパス,발전소패스,Pase Central
Mega Ring,Méga-Anneau,Mega-Ring,Megacerchio,メガリング,메가링,Mega-Aro
Intriguing Stone,Pierre Insolite,Kurioser Stein,Sasso suggestivo,すごそうないし,대단할듯한돌,Piedra Insólita
Elevator Key,Clé Ascenseur,Liftschlüssel,Chiave ascensore,エレベーターのキー,엘리베이터키,Llave Ascensor
TMV Pass,Passe TMV,TMV-Pass,Pass TMV,TMVパス,TMV패스,Abono del TMV
Honor of Kalos,Insigne de Kalos,Kalos-Emblem,Emblema di Kalos,カロスエンブレム,칼로스엠블럼,Emblema de Kalos
Adventure Rules,ABC Aventure,Abenteuerfibel,Guida Avventura,たんけんこころえ,탐험수칙,Guía de Máximas
Lens Case,Boîte Lentilles,Linsenetui,Portalenti,レンズケース,렌즈케이스,Portalentillas
Looker Ticket,Ticket Beladonis,LeBelle-Ticket,Carta Bellocchio,ハンサムチケット,핸섬티켓,Boleto Handsome
Pokéblock Kit,Kit Pokébloc,Pokériegel-Set,Kit Pokémelle,ポロックキット,포켓몬스넥키트,Kit de Pokécubos
Devon Scuba Gear,Plongeur Devon,Devon-Atemgerät,Maschera Devon,デボンボンベ,데봉봄베,Bombona Devon
Contest Costume,Costume Live,Live-Anzug,Costume Live,ライブスーツ,라이브슈트,Traje de Gala
Contest Costume,Robe Live,Live-Kleid,Vestito Live,ライブドレス,라이브드레스,Vestido de Gala
Magma Suit,Scaph. Magma,Magma-Anzug,Tuta Magma,マグマスーツ,마그마슈트,Traje Magma
Aqua Suit,Scaphandre Aqua,Aqua-Anzug,Tuta Idro,アクアスーツ,아쿠아슈트,Traje Aqua
Pair of Tickets,Ticket Duo,Zweierticket,Biglietto doppio,ペアチケット,페어티켓,Entrada para dos
Mega Bracelet,Méga-Bracelet,Mega-Armreif,Megabracciale,メガバングル,메가뱅글,Megapulsera
Prison Bottle,Vase Scellé,Banngefäß,Vaso del vincolo,いましめのツボ,굴레의항아리,Vasija Castigo
Meteorite Shard,Éclat Météorite,Meteoritenstück,Framm. meteorite,いんせきのかけら,운석조각,Frag. Meteorito
Eon Flute,Flûte Éon,Äon-Flöte,Flauto Eone,むげんのふえ,무한의피리,Flauta Eón
Red Apricorn,Noigrume Rge,Aprikoko Rot,Ghic. Rossa,あかぼんぐり,빨간규토리,Bonguri Roj
Blu Apricorn,Noigrume Blu,Aprikoko Blu,Ghic. Blu,あおぼんぐり,파란규토리,Bonguri Azu
Ylw Apricorn,Noigrume Jne,Aprikoko Glb,Ghic. Gialla,きぼんぐり,노랑규토리,Bonguri Ama
Grn Apricorn,Noigrume Ver,Aprikoko Grn,Ghic. Verde,みどぼんぐり,초록규토리,Bonguri Ver
Wht Apricorn,Noigrume Blc,Aprikoko Wss,Ghic. Bianca,しろぼんぐり,하얀규토리,Bonguri Bla
Blk Apricorn,Noigrume Noi,Aprikoko Swz,Ghic. Nera,くろぼんぐり,검은규토리,Bonguri Neg
Pnk Apricorn,Noigrume Ros,Aprikoko Pnk,Ghic. Rosa,ももぼんぐり,담홍규토리,Bonguri Ros
Joy Scent,P. Doux,Froh-E.,Olio di Pino,ルンルンのかおり,--,Ar. Alegría
Excite Scent,P. Tonifiant,Glücks-E.,Olio di Rosa,ワクワクのかおり,--,Ar. Emoción
Vivid Scent,P. Palpitant,Paradies-E.,Olio Sublime,ドキドキのかおり,--,Ar. Energía
Battle CD,Holodisk,Kampf-CD,CD Lotta,バトルディスク,--,Disco C.
Adamant,Rigide,Hart,Decisa,いじっぱり,고집,Firme
Bashful,Pudique,Zaghaft,Ritrosa,てれや,수줍음,Tímida
Bold,Assuré,Kühn,Sicura,ずぶとい,대담,Osada
Brave,Brave,Mutig,Audace,ゆうかん,용감,Audaz
Calm,Calme,Still,Calma,おだやか,차분,Serena
Careful,Prudent,Sacht,Cauta,しんちょう,신중,Cauta
Docile,Docile,Sanft,Docile,すなお,온순,Dócil
Gentle,Gentil,Zart,Gentile,おとなしい,얌전,Amable
Hardy,Hardi,Robust,Ardita,がんばりや,노력,Fuerte
Hasty,Pressé,Hastig,Lesta,せっかち,성급,Activa
Impish,Malin,Pfiffig,Scaltra,わんぱく,장난꾸러기,Agitada
Jolly,Jovial,Froh,Allegra,ようき,명랑,Alegre
Lax,Lâche,Lasch,Fiacca,のうてんき,촐랑,Floja
Lonely,Solo,Solo,Schiva,さみしがり,외로움,Huraña
Mild,Doux,Mild,Mite,おっとり,의젓,Afable
Modest,Modeste,Mäßig,Modesta,ひかえめ,조심,Modesta
Naive,Naïf,Naiv,Ingenua,むじゃき,천진난만,Ingenua
Naughty,Mauvais,Frech,Birbona,やんちゃ,개구쟁이,Pícara
Quiet,Discret,Ruhig,Quieta,れいせい,냉정,Mansa
Quirky,Bizarre,Kauzig,Furba,きまぐれ,변덕,Rara
Rash,Foufou,Hitzig,Ardente,うっかりや,덜렁,Alocada
Relaxed,Relax,Locker,Placida,のんき,무사태평,Plácida
Sassy,Malpoli,Forsch,Vivace,なまいき,건방,Grosera
Serious,Sérieux,Ernst,Seria,まじめ,성실,Seria
Timid,Timide,Scheu,Timida,おくびょう,겁쟁이,Miedosa
Bulbasaur,Bulbizarre,Bisasam,Bulbasaur,フシギダネ,이상해씨,Bulbasaur
Ivysaur,Herbizarre,Bisaknosp,Ivysaur,フシギソウ,이상해풀,Ivysaur
Venusaur,Florizarre,Bisaflor,Venusaur,フシギバナ,이상해꽃,Venusaur
Charmander,Salamèche,Glumanda,Charmander,ヒトカゲ,파이리,Charmander
Charmeleon,Reptincel,Glutexo,Charmeleon,リザード,리자드,Charmeleon
Charizard,Dracaufeu,Glurak,Charizard,リザードン,리자몽,Charizard
Squirtle,Carapuce,Schiggy,Squirtle,ゼニガメ,꼬부기,Squirtle
Wartortle,Carabaffe,Schillok,Wartortle,カメール,어니부기,Wartortle
Blastoise,Tortank,Turtok,Blastoise,カメックス,거북왕,Blastoise
Caterpie,Chenipan,Raupy,Caterpie,キャタピー,캐터피,Caterpie
Metapod,Chrysacier,Safcon,Metapod,トランセル,단데기,Metapod
Butterfree,Papilusion,Smettbo,Butterfree,バタフリー,버터플,Butterfree
Weedle,Aspicot,Hornliu,Weedle,ビードル,뿔충이,Weedle
Kakuna,Coconfort,Kokuna,Kakuna,コクーン,딱충이,Kakuna
Beedrill,Dardargnan,Bibor,Beedrill,スピアー,독침붕,Beedrill
Pidgey,Roucool,Taubsi,Pidgey,ポッポ,구구,Pidgey
Pidgeotto,Roucoups,Tauboga,Pidgeotto,ピジョン,피죤,Pidgeotto
Pidgeot,Roucarnage,Tauboss,Pidgeot,ピジョット,피죤투,Pidgeot
Rattata,Rattata,Rattfratz,Rattata,コラッタ,꼬렛,Rattata
Raticate,Rattatac,Rattikarl,Raticate,ラッタ,레트라,Raticate
Spearow,Piafabec,Habitak,Spearow,オニスズメ,깨비참,Spearow
Fearow,Rapasdepic,Ibitak,Fearow,オニドリル,깨비드릴조,Fearow
Ekans,Abo,Rettan,Ekans,アーボ,아보,Ekans
Arbok,Arbok,Arbok,Arbok,アーボック,아보크,Arbok
Pikachu,Pikachu,Pikachu,Pikachu,ピカチュウ,피카츄,Pikachu
Raichu,Raichu,Raichu,Raichu,ライチュウ,라이츄,Raichu
Sandshrew,Sabelette,Sandan,Sandshrew,サンド,모래두지,Sandshrew
Sandslash,Sablaireau,Sandamer,Sandslash,サンドパン,고지,Sandslash
Nidoran♀,Nidoran♀,Nidoran♀,Nidoran♀,ニドラン♀,니드런♀,Nidoran♀
Nidorina,Nidorina,Nidorina,Nidorina,ニドリーナ,니드리나,Nidorina
Nidoqueen,Nidoqueen,Nidoqueen,Nidoqueen,ニドクイン,니드퀸,Nidoqueen
Nidoran♂,Nidoran♂,Nidoran♂,Nidoran♂,ニドラン♂,니드런♂,Nidoran♂
Nidorino,Nidorino,Nidorino,Nidorino,ニドリーノ,니드리노,Nidorino
Nidoking,Nidoking,Nidoking,Nidoking,ニドキング,니드킹,Nidoking
